0,2,Country of Origin,Number of Bags,Farm Name,Bag Weight,Lot Number,In-Country Partner,Mill,Harvest Year,ICO Number,Company,Owner,Altitude,Variety,Region,Status,Producer,Processing Method,Aroma,Uniformity,Flavor,Clean Cup,Aftertaste,Sweetness,Acidity,Overall,Body,Defects,Balance,Total Cup Points,Moisture,Color,Category One Defects,Category Two Defects,Quakers,Expiration,Certification Body,Certification Address,Certification Contact,Cupper Points,Grading Date
1,3,Vietnam,10,Lang Biang Coffee Project,30 kg,AE1,STONE VILLAGE LAB VIETNAM,Lang Biang Coffee Project,2023 / 2024,Grading Date,Babros Coffee Works,BABROS COFFEE WORKS,1550,Catimor,"Lac Duong, Lam Dong",Completed,Lang Biang Coffee Project,Aerobic natural,8.08,10.0,7.92,10.0,7.58,10.0,8.0,7.92,7.67,0.0,7.75,84.92,11.5 %,Blue-Green,0 full defects,0 full defects,0,"August 13th, 2025",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,7.92,
1,3,Thailand,21,Ma Family Coffee Farm,50 kg,May Big Lot,Coffee Quality Institute,Ma Family Coffee,2023 / 2024,Grading Date,Ma-Family Coffee Farm,Asadawoot Yapaenggoo,1270,Catimor,"Pangkhon, Chiang Rai",Completed,Asadawoot Yapanggoo,Washed / Wet,7.75,10.0,8.0,10.0,7.67,10.0,7.92,7.83,8.0,0.0,7.75,84.92,10.3 %,,0 full defects,0 full defects,0,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Kenya,100,NGARIAMA,60 kg,KEH 2474,Kenya Coffee Traders Association,KIRINYAGA MILL,2023 / 2024,Grading Date,C. Dorman sez limited,Lydiah Mwangi,1600 - 1800,SL34,KIRINYAGA,Completed,NGARIAMA,Washed / Wet,7.83,10.0,7.67,10.0,7.83,10.0,7.92,7.92,7.92,0.0,7.83,84.92,10.6 %,Green,0 full defects,2 full defects,0,"February 12th, 2025",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,7.92,
1,3,Thailand,2,Suthep Phithakanantakul,25 kg,TCE,Coffee Quality Institute,Big Black Box's Dry Mill Plant Sai Noi District,2023 / 2024,Grading Date,"62 Moo.11 ,Ban Manee Pruek,Ngop, Thung Chang ,Nan, 55130",Suthep Phithakanantakul,1400,Syrina,"Ngop,T hung Chang, Nan",Completed,Suthep Phithakanantakul,Washed / Wet,7.75,10.0,7.92,10.0,7.75,10.0,7.92,7.75,8.0,0.0,7.75,84.83,9.9 %,,0 full defects,0 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.75,
1,3,Taiwan,1,鄭美珠的黃波旁 咖啡莊園,8 kg,"2024 Sustainable Specialty Coffee Farm Awards,S090",Taiwan Coffee Laboratory 台灣咖啡研究室,鄭美珠的黃波旁 咖啡莊園,2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,230,Yellow Bourbon,"花蓮縣瑞穗鄉 Ruisui Township, Hualien County",Completed,"鄭美珠 ZHENG,MEI-ZHU",Washed / Wet,7.92,10.0,7.92,10.0,7.75,10.0,7.83,7.83,7.75,0.0,7.83,84.83,10.8 %,Green,0 full defects,0 full defects,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",7.83,
1,3,Thailand,1,Phu Chi Duen,21 kg,Special Lot,Coffee Quality Institute,MOGOJU BEAN MILL,2019 / 2020,Grading Date,Phu Chi Duen,Phongsathorn Khunta,1450,Catimor,"Phu Chi Duen, Chiang Rai",Completed,Phongsathorn Khunta,Washed / Wet,7.67,10.0,7.83,10.0,7.67,10.0,7.92,7.83,7.92,0.0,8.0,84.83,11.4 %,,0 full defects,0 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,3,Asadawoot Yapaenggoo,20 kg,TCE,Coffee Quality Institute,Big Black Box's Dry Mill Plant Sai Noi District,2023 / 2024,Grading Date,Ma-Family Coffee Farm,Asadawoot Yapaenggoo,1270,Yellow Bourbon,"Huai Chomphu, Mueang Chiang Rai, Chiang Rai",Completed,Asadawoot Yapaenggoo,Natural / Dry,7.92,10.0,7.92,10.0,7.75,10.0,7.75,7.75,8.0,0.0,7.75,84.83,10 %,,0 full defects,4 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.75,
1,3,Costa Rica,275,Sumava,69 kg,EC105C,Specialty Coffee Association of Costa Rica,Sumava,2023 / 2024,Grading Date,Exclusive Coffee,Jose Javier Carmona Campos,1700,Caturra,West Valley,Completed,Francisco Mena Vilchez,Pulped natural / honey,7.75,10.0,7.83,10.0,7.83,10.0,8.0,7.83,7.83,0.0,7.75,84.83,10.5 %,Green,0 full defects,0 full defects,0,"June 20th, 2025",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,7.83,
1,3,Vietnam,7,T'MĂNG DEENG GREEN COMPANY LIMITED,30 kg,TMD 001,STONE VILLAGE LAB VIETNAM,DRY MILL,2023 / 2024,Grading Date,T'MĂNG DEENG XANH FARM,s quality coffee lab (stone village),1200,Catimor,kontum,Completed,T'MĂNG DEENG GREEN COMPANY LIMITED,Natural / Dry,8.0,10.0,7.92,10.0,7.92,10.0,7.83,7.92,7.5,0.0,7.75,84.83,11 %,Green,0 full defects,1 full defects,1,"March 13th, 2025",STONE VILLAGE LAB VIETNAM,THỊ TRẤN MĂNG ĐEN,STONE VILLAGE LAB VIETNAM - 0966005189,7.92,
1,3,Colombia,600,EL PRADO,30 kg,3-59-0996,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,NEIVA,2023 / 2024,3-59-0996,carcafe ltda,rodrigo amaya,1650,Caturra,HUILA,Completed,FRANKLIN DUSSAN,Washed / Wet,7.92,10.0,8.0,10.0,7.67,10.0,7.75,7.83,7.92,0.0,7.75,84.83,10.2 %,Greenish,0 full defects,0 full defects,2,"February 28th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,7.83,"February 29th, 2024"
1,3,Thailand,2,Mana Kamnerdmongkol,25 kg,TCE,Coffee Quality Institute,Big Black Box Dry Mill Plant,2023 / 2024,Grading Date,"5/1 ,Moo. 11,Ngop, Thung Chang ,Nan, 55130",Mana Kamnerdmongkol,1400,IPR107 Syrina,"Thung Chang,Nan",Completed,Mana Kamnerdmongkol,Pulped natural / honey,7.58,10.0,8.0,10.0,7.75,10.0,7.83,7.92,8.0,0.0,7.75,84.83,9.5 %,,0 full defects,3 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.92,
1,3,Thailand,3,Chukiat Hongarthan,20 kg,TCE,Coffee Quality Institute,Big Black Box's Dry Mill Plant Sai Noi District,2023 / 2024,Grading Date,"92,Chaem Luang, Galyani Vadhana ,Chiang Mai, 58130",Chukiat Hongarthan,1600,"Typica, Catimor, Bourbon","Chaem Luang, Galyani Vadhana, Chiang Mai",Completed,Chukiat Hongarthan,Natural / Dry,8.08,10.0,7.92,10.0,7.67,10.0,7.92,7.83,7.67,0.0,7.67,84.75,9.9 %,,0 full defects,1 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,12,Forest Coffee beans,25 kg,Special Lot,Coffee Quality Institute,PANA Coffee,2023 / 2024,Grading Date,Forest Coffee beans,Seksan Dicho,1250,"Bourbon, Typica","Omkoi, Chiang Mai",Completed,Seksan Dicho,Natural / Dry,7.67,10.0,7.92,10.0,7.67,10.0,8.08,7.83,7.83,0.0,7.75,84.75,11.6 %,,0 full defects,0 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Colombia,275,N / A,70 kg,3-068-01185,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Trilladora Popayán,2023 / 2024,3-068-01185,ECOM COLOMBIA,Raúl Vargas,1800,Caturra,Cauca,Completed,Regional producers,Washed / Wet,8.0,10.0,7.83,10.0,7.75,10.0,7.92,7.92,7.67,0.0,7.67,84.75,11.1 %,Green,0 full defects,4 full defects,0,"July 17th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,7.92,"July 17th, 2024"
1,3,Thailand,2,Sinthop Juepa,25 kg,TCE,Coffee Quality Institute,Big Black Box's Dry Mill Plant Sai Noi District,2023 / 2024,Grading Date,"266 Moo.25, Ban Mae Jan Tai,Tha Ko, Mae Suai ,Chiang Rai, 57180",Sinthop Juepa,1450,"Mixed: Typica, Bourbon","Tha Ko, Mae Suai, Chiang Rai",Completed,Sinthop Juepa,Washed / Wet,7.83,10.0,7.83,10.0,7.75,10.0,7.92,7.83,7.67,0.0,7.92,84.75,10.1 %,,0 full defects,5 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Taiwan,1,龍眼林九號,8 kg,"2024 Sustainable Specialty Coffee Farm Awards,S099",Taiwan Coffee Laboratory 台灣咖啡研究室,龍眼林九號,2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,950,SL34,"嘉義縣梅山鄉 Meishan Township, Chiayi County",Completed,"曾啓榮 ZENG,QI-RONG",Natural / Dry,7.75,10.0,7.92,10.0,7.75,10.0,7.83,8.0,7.75,0.0,7.75,84.75,10.2 %,Yellow-Green,0 full defects,0 full defects,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",8.0,
1,3,Thailand,3,Chaloemwong Yapangkoo,20 kg,TCE,Coffee Quality Institute,Big Black Box's Dry Mill Plant Sai Noi District,2023 / 2024,Grading Date,"42,Huai Chomphu, Mueang Chiang Rai ,Chiang Rai, 57000",Chaloemwong Yapangkoo,1350,"Bourbon, Catimor","Huai Chomphu, Mueang Chiang Rai, Chiang Rai",Completed,Chaloemwong Yapangkoo,Natural / Dry,8.0,10.0,7.75,10.0,7.75,10.0,7.83,7.75,7.75,0.0,7.92,84.75,10.8 %,,0 full defects,1 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.75,
1,3,Thailand,7,Phupha Estate,30 kg,Special Lot,Coffee Quality Institute,PANA Coffee,2023 / 2024,Grading Date,Phupha Estate,Kantima Tadplevthong,1400,"Typica, Bourbon, Catuai, Caturra","Doi Saket, Chiang Mai",Completed,Kantima Tadplevthong,Washed / Wet,7.67,10.0,8.0,10.0,7.58,10.0,7.92,7.83,7.92,0.0,7.83,84.75,10.7 %,,0 full defects,1 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Vietnam,50,Madam Hương Coffee- An Việt Farm,60 kg,1,HQJ Coffee School,Madam Hương Coffee- An Việt Farm,2023 / 2024,Grading Date,Madam Hương Coffee - An Việt Farm,Madam Hương Coffee,670,Catimor,"Hướng Phùng, Hướng Hóa, Quảng Trị",Completed,Trần Mai Hương,Natural / Dry,7.92,10.0,7.83,10.0,7.75,10.0,7.75,7.83,7.92,0.0,7.75,84.75,11 %,Green,0 full defects,3 full defects,0,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,7.83,
1,3,Thailand,2,Lungdit coffee farm,10 kg,Special Lot,Coffee Quality Institute,PANA Coffee,2023 / 2024,Grading Date,.,Wanthani Sibunpan,1100 - 1200,Yellow Bourbon,"Ban Khun Lao, Wiang Pa Pao, Chiang Rai",Completed,Wanthani Sibunpan,Pulped natural / honey,7.67,10.0,7.75,10.0,7.58,10.0,7.92,7.83,7.83,0.0,7.67,84.25,10.3 %,,0 full defects,0 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,34,Homhoh farm,30 kg,May Big Lot,Coffee Quality Institute,Mogoju Bean,2023 / 2024,Grading Date,Independent,Manop Phiarchobphai,1100,Catimor,"Mae Sariang, Mae Hong Son",Completed,Manop Phiarchobphai,Washed / Wet,7.83,10.0,7.92,10.0,7.75,10.0,7.75,7.67,7.92,0.0,7.83,84.67,10.7 %,,0 full defects,0 full defects,0,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.67,
1,3,Thailand,27,Phupha Estate,20 kg,May Big Lot,Coffee Quality Institute,PANA Coffee,2023 / 2024,Grading Date,Phupha Estate,Kantima Tadplevthong,1400,"Mixed Variety: Typica, Bourbon, Catuai, Caturra","Doi Saket,Chiang Mai",Completed,Kantima Tadplevthong,Washed / Wet,7.67,10.0,7.92,10.0,7.75,10.0,7.67,8.0,7.92,0.0,7.75,84.67,10.3 %,,0 full defects,3 full defects,0,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,8.0,
1,3,Ethiopia,320,Kore,60 kg,Kore,Taiwan Coffee Laboratory 台灣咖啡研究室,Kore,2023,010/0148/0933,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,2000,Kurume,Yirgacheffe Kochere Beloya,Completed,Tracon,Washed / Wet,7.83,10.0,7.92,10.0,7.83,10.0,7.83,7.83,7.67,0.0,7.75,84.67,10.5 %,Yellow-Green,0 full defects,1 full defects,0,"November 27th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",7.83,"November 27th, 2024"
