Id,Company,Bean Origin,Review Date,Cocoa Percent,Company Location,Rating (Out of 10)
1111,Metropolitan,South America,2015.0,70%,Amsterdam,6.625
1112,Michel Cluizel,"Chiapas, Mokaya P.",2012.0,66%,France,7.1875
1113,Michel Cluizel,"Carenero Superior, Concepcion",2007.0,66%,France,6.625
1114,Michel Cluizel,Vila Gracinda,2007.0,67%,France,6.625
1115,Michel Cluizel,Carre Amer,2006.0,60%,France,3.25
1116,Michel Cluizel,Carre Grand Noir,2006.0,85%,France,3.25
1117,Michel Cluizel,Tamarina,2006.0,70%,France,5.5
1118,Michel Cluizel,Los Ancones P.,2006.0,67%,France,7.75
1119,Michel Cluizel,Mangaro P.,2006.0,65%,France,7.75
1120,Michel Cluizel,Maralumi P.,2006.0,64%,France,7.75
1121,Michel Cluizel,Noir Infini,2006.0,99%,France,3.25
1122,Middlebury,Maya Mountain,2015.0,80%,U.S.A.,6.625
1123,Middlebury,San Juan Estate,2015.0,70%,U.S.A.,6.625
1124,Middlebury,Oko Caribe,2015.0,75%,U.S.A.,7.1875
1125,Middlebury,"Patanemo, Epoch, Donaldo",2015.0,75%,U.S.A.,7.1875
1126,Middlebury,Kokoa Kamili,2015.0,75%,U.S.A.,6.0625
1127,Middlebury,"Matagalpa, Cacao Bisiesto",2015.0,70%,U.S.A.,6.625
1128,Middlebury,La Red,2013.0,75%,U.S.A.,4.375
1129,Middlebury,Belize,2013.0,80%,U.S.A.,6.0625
1130,Middlebury,Houseblend,2012.0,65%,U.S.A.,2.125
1131,Middlebury,Alto Beni,2012.0,75%,U.S.A.,3.25
1132,Middlebury,"Balinese, Java",2012.0,70%,U.S.A.,4.375
1133,Millcreek Cacao Roasters,Ecuador,2013.0,70%,U.S.A.,4.375
1134,Millcreek Cacao Roasters,Ecuador,2012.0,70%,U.S.A.,6.625
1135,Mindo,Ecuador,2010.0,67%,U.S.A.,4.9375
1136,Mindo,Ecuador,2010.0,77%,U.S.A.,4.9375
1137,Minimal,"Acul-du-Nord, 2015",2016.0,70%,Japan,6.625
1138,Mission,"Fazenda Camboa, Bahia",2016.0,75%,Brazil,7.1875
1139,Mission,"Bahia, Fazenda Venturosa",2015.0,70%,Brazil,6.625
1140,Mita,Tumaco,2012.0,65%,Colombia,4.375
1141,Moho,"Toledo District, w/ nibs",2013.0,73%,U.S.A.,6.0625
1142,Moho,Toledo District,2013.0,72%,U.S.A.,5.5
1143,Moho,"Umoho R., Toledo District, San Felipe",2010.0,67%,U.S.A.,4.9375
1144,Molucca,La Red,2015.0,70%,U.S.A.,5.5
1145,Molucca,Indonesia,2015.0,70%,U.S.A.,4.9375
1146,Molucca,Peru,2015.0,70%,U.S.A.,6.0625
1147,Momotombo,Matagalpa,2011.0,70%,Nicaragua,4.9375
1148,Momotombo,Mombacho,2011.0,70%,Nicaragua,4.9375
1149,Momotombo,Oscuro,2011.0,70%,Nicaragua,6.0625
1150,Monarque,Oko Caribe,2016.0,72%,Canada,6.625
1151,Monsieur Truffe,Papaua New Guinea,2014.0,70%,Australia,6.0625
1152,Montecristi,Manabi,2015.0,70%,Ecuador,6.0625
1153,Montecristi,Manabi,2015.0,63%,Ecuador,6.625
1154,Montecristi,Manabi,2015.0,85%,Ecuador,6.625
1155,Muchomas (Mesocacao),Nicaragua,2015.0,70%,U.S.A.,6.625
1156,Muchomas (Mesocacao),Nicaragua,2015.0,80%,U.S.A.,6.625
1157,Mutari,"Kokoa Kamili, batch 1 SRB",2016.0,68%,U.S.A.,4.9375
1158,Mutari,"Oko Caribe, batch 1 SRB",2016.0,71%,U.S.A.,4.9375
1159,Mutari,"Ambanja, batch 1 SRB",2016.0,68%,U.S.A.,4.9375
1160,Mutari,"Tien Giang, batch 1 SRB",2016.0,80%,U.S.A.,5.5
1161,Nahua,"Costa Rica, Oscuro",2013.0,58%,Costa Rica,4.375
1162,Nahua,"Costa Rica, Oscuro",2013.0,70%,Costa Rica,5.5
1163,Naive,Trinidad & Tobago,2013.0,70%,Lithuania,7.1875
1164,Naive,"Maranon Canyon, Fortunato No. 4",2013.0,78%,Lithuania,7.1875
1165,Naive,Grenada,2012.0,71%,Lithuania,4.375
1166,Na�ve,Nicaragua,2014.0,70%,Lithuania,6.0625
1167,Na�ve,Chuao,2014.0,75%,Lithuania,4.9375
1168,Na�ve,Barinas,2014.0,70%,Lithuania,5.5
1169,Nanea,Criollo Blend,2013.0,85%,U.S.A.,6.625
1170,Nathan Miller,Peru,2014.0,72%,U.S.A.,3.8125
1171,Nathan Miller,Hispaniola,2014.0,70%,U.S.A.,4.375
1172,Nathan Miller,Madagascar,2014.0,73.50%,U.S.A.,4.375
1173,Nathan Miller,Ghana,2014.0,70%,U.S.A.,6.625
1174,Neuhaus (Callebaut),Papua New Guinea,2010.0,70%,Belgium,4.375
1175,Neuhaus (Callebaut),Manickchand Estate,2008.0,67%,Belgium,7.1875
1176,Neuhaus (Callebaut),Dark,2007.0,73%,Belgium,1.0
1177,Neuhaus (Callebaut),West Africa,2006.0,73%,Belgium,3.25
1178,Neuhaus (Callebaut),Sao Tome,2006.0,75%,Belgium,4.9375
1179,Neuhaus (Callebaut),Ocumare,2006.0,71%,Belgium,5.5
1180,Nibble,Patanemo,2015.0,72%,U.S.A.,3.8125
1181,Nibble,Elvesia P.,2015.0,72%,U.S.A.,4.9375
1182,Nibble,"Ambanja, Sambirano Valley",2015.0,72%,U.S.A.,5.5
1183,Nibble,Tumbes,2015.0,72%,U.S.A.,5.5
1184,Night Owl,Peru,2013.0,75%,U.S.A.,4.9375
1185,Night Owl,Ecuador,2013.0,75%,U.S.A.,6.625
1186,Noble Bean aka Jerjobo,Ghana,2014.0,75%,U.S.A.,5.5
1187,Noble Bean aka Jerjobo,Moho Valley,2014.0,75%,U.S.A.,5.5
1188,Noble Bean aka Jerjobo,Maranon Canyon,2014.0,75%,U.S.A.,6.0625
1189,Noir d' Ebine,Venezuela,2012.0,70%,U.S.A.,5.5
1190,Noir d' Ebine,Ecuador,2012.0,70%,U.S.A.,5.5
1191,Nova Monda,"La Patriota, cacao Indio, purple label",2012.0,70%,Nicaragua,5.5
1192,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012.0,75%,Niacragua,4.9375
1193,Nova Monda,"Punta Galera, cacao Nacional, gold label",2012.0,80%,Nicaragua,6.0625
1194,Nuance,"Ghana, 2013",2015.0,70%,U.S.A.,7.1875
1195,Nuance,"Ecuador, 2013",2015.0,70%,U.S.A.,4.9375
1196,Nuance,"Canoabo, 2013",2015.0,70%,U.S.A.,5.5
1197,Nuance,"Sambirano Valley, 2012",2015.0,70%,U.S.A.,6.625
1198,Nuance,La Red,2015.0,70%,U.S.A.,7.1875
1199,Nugali,Fazenda Leolinda,2016.0,70%,Brazil,6.625
1200,Oakland Chocolate Co.,Jamaica,2010.0,70%,U.S.A.,4.375
1201,Obolo,Pangoa,2015.0,70%,Chile,7.1875
1202,Obolo,"Pangoa, w/ nibs",2015.0,70%,Chile,7.1875
1203,Ocelot,Virunga,2015.0,70%,Scotland,7.1875
1204,Ocelot,Piura,2015.0,75%,Scotland,7.75
1205,Ocho,Sang Yum Coop,2016.0,100%,New Zealand,4.9375
1206,Ocho,Sang Yum Coop,2016.0,70%,New Zealand,6.625
1207,Ocho,"PNG, Devotion",2014.0,66%,New Zealand,4.9375
1208,Ocho,"PNG, Revolution",2014.0,70%,New Zealand,5.5
1209,Ocho,"PNG, Voodoo",2014.0,88%,New Zealand,6.0625
1210,Ocho,"PNG, Nib Bar",2014.0,74%,New Zealand,6.625
1211,Ohiyo,"San Juan Estate, Gran Couva",2015.0,70%,U.S.A.,4.9375
1212,Ohiyo,Tanzania,2015.0,70%,U.S.A.,5.5
1213,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011.0,70%,Germany,6.625
1214,Olive and Sinclair,Dominican Republic prototype,2010.0,72%,U.S.A.,5.5
1215,Olive and Sinclair,Ghana prototype,2010.0,72%,U.S.A.,5.5
1216,Olive and Sinclair,Dark 67,2009.0,67%,U.S.A.,4.9375
1217,Olive and Sinclair,Dark 75,2009.0,75%,U.S.A.,5.5
1218,Olivia,Carribean-Raw,2011.0,76%,Canada,3.25
1219,Olivia,Carribean,2011.0,76%,Canada,4.9375
1220,Olivia,Carribean,2011.0,85%,Canada,4.9375
1221,Olivia,Carribean-Raw,2011.0,85%,Canada,5.5
1222,Omanhene,Ghana,2011.0,80%,Ghana,4.9375
1223,Omnom,"Kakao Kamili, Kilombero Valley",2016.0,70%,Iceland,7.1875
1224,Omnom,Papua New Guinea,2014.0,70%,Iceland,5.5
1225,Omnom,Madagascar,2014.0,66%,Iceland,6.625
1226,organicfair,Maya Mountain,2013.0,74%,Canada,4.9375
1227,organicfair,La Red,2013.0,72%,Canada,4.9375
1228,organicfair,Nicaraqua,2013.0,72%,Canada,4.9375
1229,organicfair,Caribe,2013.0,72%,Canada,5.5
1230,organicfair,Mindo,2013.0,72%,Canada,5.5
1231,Original Beans (Felchlin),Papua Kerafat,2014.0,68%,Switzerland,4.9375
1232,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014.0,80%,Switzerland,6.0625
1233,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",2011.0,66%,Switzerland,7.1875
1234,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",2009.0,70%,Switzerland,5.5
1235,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009.0,75%,Switzerland,5.5
1236,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009.0,68%,Switzerland,6.0625
1237,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",2009.0,60%,U.S.A.,5.5
1238,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",2006.0,60%,U.S.A.,5.5
1239,Orquidea,Peru,2012.0,65%,Peru,5.5
1240,Orquidea,Peru,2012.0,72%,Peru,5.5
1241,Pacari,"Sierra Nevada, Tutu Iku",2016.0,70%,Ecuador,7.75
1242,Pacari,Garaua,2014.0,70%,Ecuador,6.0625
1243,Pacari,Cumbia,2014.0,70%,Ecuador,6.625
1244,Pacari,Montubia,2014.0,70%,Ecuador,7.1875
1245,Pacari,Tangara,2014.0,70%,Ecuador,7.75
1246,Pacari,"Ecuador, raw",2012.0,85%,Ecuador,4.9375
1247,Pacari,Piura,2012.0,70%,Ecuador,7.75
1248,Pacari,Nube- prototype,2011.0,70%,Ecuador,6.625
1249,Pacari,Esmeraldas,2008.0,60%,Ecuador,4.375
1250,Pacari,Manabi,2008.0,65%,Ecuador,4.9375
1251,Pacari,Los Rios,2008.0,72%,Ecuador,5.5
1252,Pacari,Raw,2008.0,100%,Ecuador,3.25
1253,Pacari,Raw,2008.0,70%,Ecuador,6.625
1254,Palette de Bine,Lachua,2016.0,70%,Canada,4.9375
1255,Palette de Bine,Maya Mtn,2016.0,72%,Canada,5.5
1256,Palette de Bine,"Silvestre, La Paz, Beni",2015.0,70%,Canada,6.0625
1257,Palette de Bine,"San Juan Estate, Gran Couva",2015.0,70%,Canada,6.0625
1258,Palette de Bine,Kokoa Kamili,2015.0,72%,Canada,6.625
1259,Palette de Bine,Lam Dong,2015.0,72%,Canada,7.1875
1260,Palette de Bine,"Alto Beni, Palos Blancos",2014.0,72%,Canada,4.9375
1261,Palette de Bine,Sambirano,2014.0,78%,Canada,7.1875
1262,Palette de Bine,"Camino Verde P., Balao, Guayas",2014.0,75%,Canada,4.9375
1263,Palette de Bine,Duo- Gran Couva & Camino Verde,2014.0,75%,Canada,6.625
1264,Palette de Bine,Gran Couva,2014.0,70%,Canada,7.1875
1265,Pangea,Matasawalevu,2016.0,76%,Spain,5.5
1266,Park 75,South America,2014.0,65%,U.S.A.,6.625
1267,Parliament,Kilombero Valley,2016.0,70%,U.S.A.,6.0625
1268,Parliament,"Lachua, Q'egchi families",2015.0,70%,U.S.A.,6.625
1269,Parliament,Alto Beni,2014.0,70%,U.S.A.,5.5
1270,Parliament,Oko Caribe,2014.0,70%,U.S.A.,6.625
1271,Pascha,Peru,2013.0,55%,Peru,4.375
1272,Pascha,Peru,2013.0,70%,Peru,4.9375
1273,Patric,Signature Blend,2011.0,70%,U.S.A.,7.1875
1274,Patric,Madagascar,2009.0,75%,U.S.A.,7.75
1275,Patric,Madagascar,2009.0,67%,U.S.A.,6.625
1276,Patric,"Rio Caribe, Paria Penninsula",2009.0,70%,U.S.A.,6.625
1277,Patric,Madagascar,2007.0,70%,U.S.A.,7.75
1278,Patric,"Piura, Choc. Garage Exclusive",2013.0,67%,U.S.A.,7.75
1279,Paul Young,"Madagascar, w/ shell",2014.0,73%,U.K.,3.8125
1280,Paul Young,"Madagascar, w/ shell",2014.0,64%,U.K.,4.9375
1281,Peppalo,Dominican Republic,2015.0,82%,U.S.A.,5.5
1282,Pierre Marcolini,"Haut Penja, w/ nibs",2015.0,70%,Belgium,6.0625
1283,Pierre Marcolini,Chuao,2010.0,75%,Belgium,5.5
1284,Pierre Marcolini,Trinite,2010.0,75%,Belgium,6.0625
1285,Pierre Marcolini,"Baracoa, Cuba",2010.0,78%,Belgium,7.1875
1286,Pierre Marcolini,"Peru, Las Pampas P.",2010.0,85%,Belgium,5.5
1287,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009.0,72%,Belgium,5.5
1288,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009.0,72%,Belgium,5.5
1289,Pierre Marcolini,Cabosse,2007.0,70%,Belgium,7.75
1290,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007.0,72%,Belgium,7.1875
1291,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007.0,72%,Belgium,7.75
1292,Pierre Marcolini,Fleur de Cacao,2007.0,85%,Belgium,6.625
1293,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006.0,72%,Belgium,7.75
1294,Pierre Marcolini,"Kendem Lembu, Java",2006.0,72%,Belgium,5.5
1295,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006.0,72%,Belgium,7.75
1296,Pinellas,Wampusirpi Region,2016.0,80%,U.S.A.,4.375
1297,Pitch Dark,Tenor,2015.0,62%,U.S.A.,4.375
1298,Pitch Dark,Johe,2015.0,80%,U.S.A.,4.9375
1299,Pitch Dark,Chuno,2015.0,80%,U.S.A.,4.9375
1300,Pitch Dark,Nicalizo,2015.0,80%,U.S.A.,4.9375
1301,Pitch Dark,Rugoso,2015.0,80%,U.S.A.,6.0625
1302,Pitch Dark,Akesson Estate,2014.0,73%,U.S.A.,6.0625
1303,Pitch Dark,Namau Village,2014.0,73%,U.S.A.,4.375
1304,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014.0,73%,U.S.A.,6.0625
1305,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014.0,73%,U.S.A.,6.625
1306,Pomm (aka Dead Dog),"La Red, 2011",2012.0,76%,U.S.A.,4.375
1307,Pomm (aka Dead Dog),Peru,2012.0,82%,U.S.A.,4.9375
1308,Potomac,"Oko Caribe, Duarte Province, 2016 H.",2016.0,70%,U.S.A.,7.1875
1309,Potomac,"Cuyagua, 2013",2014.0,70%,U.S.A.,7.1875
1310,Potomac,Upala w/ nibs,2011.0,70%,U.S.A.,6.625
1311,Potomac,"Upala, Batch 18",2011.0,70%,U.S.A.,5.5
1312,Potomac,"San Martin, Amazonian Highlands",2011.0,70%,U.S.A.,4.9375
1313,Potomac,Bahia,2011.0,70%,U.S.A.,6.625
1314,Potomac,"Upala, Batch 12",2010.0,82%,U.S.A.,7.1875
1315,Pralus,Peru,2015.0,75%,France,6.0625
1316,Pralus,"Porcelana, S. of Lake Maracaibo",2011.0,75%,France,6.0625
1317,Pralus,Chuao,2010.0,75%,France,6.625
1318,Pralus,Cuyagua,2009.0,75%,France,3.25
1319,Pralus,Papouasie,2008.0,75%,France,5.5
1320,Pralus,"Sambirano Valley, Le 100%",2008.0,100%,France,5.5
1321,Pralus,Dominican Republic-Organic,2008.0,75%,France,3.25
1322,Pralus,"Monte Alegre, Diego Badero",2008.0,75%,France,6.625
1323,Pralus,Claudio Corallo w/ nibs,2007.0,75%,France,7.75
1324,Pralus,"Monte Alegre (Itacare), Brazil",2006.0,75%,France,5.5
1325,Pralus,Tanzania,2006.0,75%,France,6.625
1326,Pralus,Sao Tome & Principe,2006.0,75%,France,6.625
1327,Pralus,Trinidad,2006.0,75%,France,6.625
1328,Pralus,"Madagascar, Nosy Be Isle.",2006.0,75%,France,7.1875
1329,Pralus,"Java, Indonesie",2006.0,75%,France,6.625
1330,Pralus,"Barlovento, Venezuela",2006.0,75%,France,6.625
1331,Pralus,Jamaique,2006.0,75%,France,7.75
1332,Pralus,Equateur,2006.0,75%,France,5.5
1333,Pralus,Vanuatu,2006.0,75%,France,5.5
1334,Pralus,Ghana,2006.0,75%,France,6.0625
1335,Pralus,Colombie,2006.0,75%,France,6.625
1336,Pralus,Fortissima,2006.0,80%,France,7.75
1337,Pralus,Cuba,2006.0,75%,France,5.5
1338,Pralus,"Caracas, Venezuela and Ghana",2006.0,75%,France,5.5
1339,Pralus,"Djakarta, Java and Ghana",2006.0,75%,France,6.625
1340,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",2016.0,77%,U.K.,6.625
1341,Pump Street Bakery,"Crayfish Bay Estate, 2014",2015.0,70%,U.K.,6.625
1342,Pump Street Bakery,"Akesson's, batch 4411",2015.0,74%,U.K.,6.625
1343,Pump Street Bakery,Honduras,2015.0,80%,U.K.,4.9375
1344,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",2014.0,75%,U.K.,4.9375
1345,Pump Street Bakery,Guantupi River,2014.0,75%,U.K.,5.5
1346,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",2014.0,72%,U.K.,6.0625
1347,Pump Street Bakery,Guantupi River,2014.0,85%,U.K.,4.9375
1348,Pura Delizia,Venezuela,2012.0,73%,Italy,4.9375
1349,Q Chocolate,Brazil,2013.0,75%,Brazil,6.0625
1350,Q Chocolate,Brazil,2013.0,85%,Brazil,6.625
1351,Q Chocolate,Brazil,2013.0,55%,Brazil,4.9375
1352,Q Chocolate,Brazil,2013.0,80%,Brazil,6.0625
1353,Q Chocolate,Brazil,2012.0,60%,Brazil,5.5
1354,Q Chocolate,Brazil,2012.0,65%,Brazil,6.0625
1355,Quetzalli (Wolter),"Mexico, Lot 28022016",2016.0,70%,Mexico,4.9375
1356,Quetzalli (Wolter),"Uranga, Lot 22032016",2016.0,74%,Mexico,5.5
1357,Raaka,Amazon Basin Blend,2016.0,70%,U.S.A.,5.5
1358,Raaka,Virunga,2015.0,75%,U.S.A.,4.9375
1359,Raaka,Madagascar,2012.0,75%,U.S.A.,6.0625
1360,Raaka,La Red,2011.0,85%,U.S.A.,6.625
1361,Rain Republic,Suchitepequez E.,2010.0,70%,Guatemala,4.9375
1362,Rancho San Jacinto,Ecuador,2010.0,75%,Eucador,5.5
1363,Ranger,"San Martin, Batch 2",2015.0,70%,U.S.A.,4.375
1364,Ranger,"Chulucanas, Batch 1",2015.0,80%,U.S.A.,6.0625
1365,Ranger,"Tumbes, Batch 2",2015.0,73%,U.S.A.,6.625
1366,Raoul Boulanger,Piura,2016.0,75%,France,6.0625
1367,Raw Cocoa,Raw,2012.0,70%,Poland,4.375
1368,Republica del Cacao (aka Confecta),Esmeraldas,2010.0,75%,Ecuador,6.0625
1369,Republica del Cacao (aka Confecta),"Los Rios, Vinces",2009.0,75%,Ecuador,4.375
1370,Republica del Cacao (aka Confecta),Manabi,2007.0,75%,Ecuador,5.5
1371,Republica del Cacao (aka Confecta),El Oro,2007.0,67%,Ecuador,6.625
1372,Republica del Cacao (aka Confecta),Los Rios,2007.0,75%,Ecuador,7.1875
1373,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",2016.0,75%,U.S.A.,7.1875
1374,Ritual,"Camino Verde P., Balao, Guayas, 2014",2015.0,85%,U.S.A.,6.625
1375,Ritual,"Mid Mountain, 2014",2015.0,70%,U.S.A.,6.625
1376,Ritual,"Toledo District, Maya",2013.0,75%,U.S.A.,7.1875
1377,Ritual,"Maranon, Cajamarca",2013.0,75%,U.S.A.,5.5
1378,Ritual,Sambirano,2012.0,75%,U.S.A.,7.75
1379,Ritual,"Camino Verde P., 2012, Balao, Guayas",2012.0,75%,U.S.A.,6.0625
1380,Ritual,Gran Couva,2012.0,75%,U.S.A.,6.625
1381,Ritual,Costa Rica,2011.0,75%,U.S.A.,6.625
1382,Roasting Masters,"La Dorado, light roast",2016.0,70%,South Korea,6.0625
1383,Roasting Masters,"Tapanti, light roast",2016.0,70%,South Korea,6.0625
1384,Roasting Masters,Maleku,2016.0,70%,South Korea,6.0625
1385,Robert (aka Chocolaterie Robert),Madagascar,2013.0,75%,Madagascar,6.0625
1386,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,2013.0,68%,Madagascar,6.0625
1387,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",2012.0,66%,U.K.,6.625
1388,Rogue,"La Masica, Batch 1, FHIA Research Center",2016.0,75%,U.S.A.,7.1875
1389,Rogue,"Caranero, Choc. Garage Exclusive",2015.0,70%,U.S.A.,7.1875
1390,Rogue,"Tranquilidad, Batch 1",2015.0,75%,U.S.A.,6.0625
1391,Rogue,Porcelana,2014.0,80%,U.S.A.,7.1875
1392,Rogue,"Akessons Estate, Sambirano, 2013",2013.0,70%,U.S.A.,6.625
1393,Rogue,"Hispaniola, 2013",2013.0,70%,U.S.A.,6.625
1394,Rogue,"Silvestre, Batch 7, 2013",2013.0,75%,U.S.A.,7.75
1395,Rogue,"Bachelor's Hall E., St. Thomas Parish",2013.0,75%,U.S.A.,7.1875
1396,Rogue,"Camino Verde P., Balao, Guayas",2012.0,75%,U.S.A.,7.1875
1397,Rogue,"Silvestre, Batch 1, 2011",2011.0,75%,U.S.A.,5.5
1398,Rogue,Piura,2010.0,75%,U.S.A.,7.1875
1399,Rogue,Rio Caribe,2009.0,70%,U.S.A.,6.625
1400,Rogue,"Hispaniola, 2008",2008.0,70%,U.S.A.,4.9375
1401,Rogue,Jamaica,2008.0,70%,U.S.A.,4.9375
1402,Rogue,"Sambirano, 2008",2008.0,70%,U.S.A.,4.9375
1403,Rogue,Trinidad,2008.0,70%,U.S.A.,5.5
1404,Rozsavolgyi,Sur del Lago,2012.0,84%,Hungary,4.375
1405,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",2012.0,76%,Hungary,3.8125
1406,Rozsavolgyi,"Sambirano, Akesson Estate",2012.0,72%,Hungary,4.375
1407,Rozsavolgyi,Carenero Superior,2011.0,73%,Hungary,6.625
1408,Rozsavolgyi,Porcelana,2011.0,71%,Hungary,4.375
1409,Rozsavolgyi,"Aragua, Trincheras",2011.0,70%,Hungary,6.625
1410,Rozsavolgyi,Principe,2011.0,77%,Hungary,4.9375
1411,S.A.I.D.,Malgascio,2010.0,64%,Italy,6.625
1412,S.A.I.D.,100 percent,2010.0,100%,Italy,2.125
1413,S.A.I.D.,Samana,2010.0,70%,Italy,5.5
1414,S.A.I.D.,Arawak,2010.0,72%,Italy,6.625
1415,S.A.I.D.,Latino,2010.0,72%,Italy,6.625
1416,Sacred,Midnight,2012.0,83%,U.S.A.,4.9375
1417,Sacred,Twilight,2012.0,69%,U.S.A.,6.0625
1418,Salgado,Bahia Superior,2008.0,70%,Argentina,6.625
1419,Salgado,Esmeraldas,2008.0,70%,Argentina,6.625
1420,Salgado,Carenero Superior,2008.0,70%,Argentina,6.625
1421,Salgado,Rio Arriba,2008.0,70%,Argentina,6.625
1422,Santander (Compania Nacional),Colombian 2008,2009.0,75%,Colombia,4.9375
1423,Santander (Compania Nacional),Colombian w/ nibs,2009.0,70%,Colombia,5.5
1424,Santander (Compania Nacional),Colombian Semi Dark,2006.0,53%,Colombia,3.25
1425,Santander (Compania Nacional),Colombian,2006.0,65%,Colombia,5.5
1426,Santander (Compania Nacional),Colombian Dark,2006.0,70%,Colombia,7.75
1427,Santome,Sao Tome,2011.0,70%,France,4.9375
1428,Scharffen Berger,San Juan de Cheni,2012.0,78%,U.S.A.,7.75
1429,Scharffen Berger,Markham Valley,2011.0,68%,U.S.A.,7.1875
1430,Scharffen Berger,Camahogne,2010.0,68%,U.S.A.,6.625
1431,Scharffen Berger,Amina,2010.0,65%,U.S.A.,7.1875
1432,Scharffen Berger,Tome Acu,2009.0,68%,U.S.A.,7.1875
1433,Scharffen Berger,Asante,2009.0,65%,U.S.A.,7.75
1434,Scharffen Berger,Ben Tre,2009.0,72%,U.S.A.,7.1875
1435,Scharffen Berger,Finisterra,2008.0,72%,U.S.A.,5.5
1436,Scharffen Berger,Las Islas,2007.0,72%,U.S.A.,5.5
1437,Scharffen Berger,Nibby,2007.0,62%,U.S.A.,5.5
1438,Scharffen Berger,Cuyagua,2007.0,75%,U.S.A.,7.1875
1439,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),2007.0,75%,U.S.A.,5.5
1440,Scharffen Berger,Extra Dark,2006.0,82%,U.S.A.,3.25
1441,Scharffen Berger,Bittersweet,2006.0,70%,U.S.A.,6.625
1442,Scharffen Berger,Kumasi Sambirano,2006.0,68%,U.S.A.,3.25
1443,Scharffen Berger,Jamaica a l'ancienne,2006.0,70%,U.S.A.,3.25
1444,Scharffen Berger,Semisweet,2006.0,62%,U.S.A.,5.5
1445,Seaforth,Dominican Republic,2015.0,70%,U.K.,4.9375
1446,Seaforth,Grenada,2015.0,70%,U.K.,4.9375
1447,Shark Mountain,Jamaica,2015.0,72%,U.S.A.,6.0625
1448,Shark Mountain,Papua New Guinea,2015.0,73%,U.S.A.,6.625
1449,Shark Mountain,Cuyagua,2015.0,77%,U.S.A.,4.9375
1450,Shark Mountain,ROIG,2015.0,74%,U.S.A.,6.625
1451,Shark Mountain,Ecuador,2014.0,75%,U.S.A.,5.5
1452,Shark Mountain,"Belize, 2013",2014.0,72%,U.S.A.,6.0625
1453,Shark's,Hilo,2011.0,73%,U.S.A.,3.25
1454,Shark's,"Hilo, w/ added cocoa butter",2011.0,73%,U.S.A.,4.375
1455,Shattel,Tingo Maria,2016.0,70%,Peru,6.0625
1456,Shattell,Porcelana,2011.0,75%,Peru,6.625
1457,Sibu,Oro,2015.0,82%,Costa Rica,6.0625
1458,Sibu,Oscuro,2015.0,70%,Costa Rica,6.625
1459,Sibu Sura,Peru,2012.0,70%,U.S.A.,4.375
1460,Silvio Bessone,Maya Belize,2011.0,67%,Italy,5.5
1461,Silvio Bessone,"Trintade, Sao Tome",2011.0,65%,Italy,6.0625
1462,Silvio Bessone,"Bahia, Scavina",2011.0,60%,Italy,6.0625
1463,Silvio Bessone,"Porcelana, Colombia, Amazonas",2011.0,68%,Italy,5.5
1464,Sirene,Wild Bolivia,2016.0,73%,Canada,6.625
1465,Sirene,Kokoa Kamili Coop,2016.0,73%,Canada,6.625
1466,Sirene,"Esmeraldas, Salazar Farm",2016.0,73%,Canada,7.1875
1467,Sirene,"Somia Plantation, 2012",2015.0,100%,Canada,5.5
1468,Sirene,"Camino Verde P., Balao, Guayas, 2012",2015.0,100%,Canada,5.5
1469,Sirene,Lachua w/ cane sugar,2015.0,73%,Canada,5.5
1470,Sirene,"Lachua w/ maple sugar, batch 5",2015.0,73%,Canada,6.0625
1471,Sirene,Pisa,2015.0,73%,Canada,6.0625
1472,Sirene,"Somia Plantation, 2012",2014.0,67%,Canada,7.1875
1473,Sirene,"Somia Plantation, 2012",2014.0,73%,Canada,7.1875
1474,Sirene,"Camino Verde P., Balao, Guayas",2014.0,73%,Canada,7.1875
